Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Total Ascent,Total Descent,Number of Laps
Walking,2023-08-05 07:01:00,false,Evening Walk,2.72,267,0:33:09,96,125,0.6,4.9,29,28,2
Cycling,2023-08-04 08:06:00,false,Evening Ride,16.03,412,0:36:59,128,154,1.6,26.0,250,258,3
Cycling,2023-08-04 07:43:00,false,Morning Ride,37.22,767,1:34:34,144,155,3.0,23.6,470,483,7
Walking,2023-08-03 09:51:00,false,Walk,1.53,199,0:16:10,126,155,1.2,5.7,15,14,1
Running,2023-08-01 07:58:00,false,Evening Run,12.30,696,1:03:46,146,172,2.8,5:11,110,113,5
Cycling,2023-07-31 07:50:00,false,Evening Ride,44.01,"1,020",1:31:11,151,167,3.5,29.0,388,419,7
Walking,2023-07-30 12:00:00,false,Untitled,0.01,--,0:00:51,--,--,0.0,0.0,--,--,1
Running,2023-07-29 09:50:00,false,Long Run,10.62,767,1:05:57,136,163,2.3,6:13,99,87,5
Cycling,2023-07-26 19:26:00,false,Evening Ride,30.73,673,0:58:04,130,150,1.9,31.8,307,343,4
Cycling,2023-07-25 07:49:00,false,Evening Ride,39.62,717,1:25:34,136,152,2.5,27.8,578,658,7
Cycling,2023-07-24 07:30:00,false,Morning Ride,38.97,899,1:13:07,117,131,1.5,32.0,355,366,6
Cycling,2023-07-20 09:10:00,false,Club Ride,30.88,580,0:55:12,130,145,1.9,33.6,164,145,4
Running,2023-07-19 05:15:00,false,Lunch Run,8.03,564,0:48:29,150,178,2.8,6:02,164,153,4
Cycling,2023-07-18 16:56:00,false,Evening Ride,35.91,730,1:15:48,149,172,3.2,28.4,446,463,6
Cycling,2023-07-17 09:42:00,false,Club Ride,58.49,958,1:54:16,132,153,2.5,30.7,312,313,9
Cycling,2023-07-16 19:52:00,false,Evening Ride,11.03,155,0:22:00,96,124,0.5,30.1,51,51,1
Cycling,2023-07-16 05:21:00,false,Evening Ride,58.68,968,2:00:13,140,158,3.0,29.3,282,255,10
Cycling,2023-07-13 17:14:00,false,Evening Ride,33.59,688,0:59:38,128,150,1.8,33.8,237,248,4
Running,2023-07-12 18:35:00,false,Evening Run,8.83,580,0:48:51,120,139,1.4,5:32,52,53,4
Walking,2023-07-11 08:23:00,false,Evening Walk,5.06,551,0:53:17,84,112,0.5,5.7,50,49,4
Running,2023-07-10 05:10:00,false,Morning Run,8.18,444,0:47:53,127,146,1.7,5:51,94,96,3
Running,2023-07-09 19:49:00,false,Long Run,6.61,384,0:32:07,138,156,1.9,4:52,47,54,2
Running,2023-07-01 17:10:00,false,Morning Run,8.06,529,0:45:27,156,172,3.1,5:39,61,69,3
Cycling,2023-06-29 11:14:00,false,Club Ride,31.06,646,1:00:33,126,139,1.8,30.8,319,348,5
Cycling,2023-06-26 12:22:00,false,Lunch Ride,46.91,794,1:42:24,123,138,1.9,27.5,561,626,8
Cycling,2023-06-25 12:33:00,false,Club Ride,51.53,997,1:47:09,147,161,3.4,28.9,677,747,8
Cycling,2023-06-24 17:41:00,false,Evening Ride,46.00,"1,091",1:28:28,113,129,1.4,31.2,560,553,7
Running,2023-06-24 09:34:00,false,Morning Run,7.41,364,0:45:12,155,171,3.1,6:06,79,90,3
Running,2023-06-23 10:45:00,false,Evening Run,13.90,797,1:16:44,141,168,2.7,5:31,133,128,6
Running,2023-06-22 11:05:00,false,Morning Run,21.11,"1,115",1:45:17,144,162,3.2,4:59,390,361,8
Cycling,2023-06-20 06:57:00,false,Lunch Ride,44.61,646,1:28:12,145,171,3.1,30.3,372,399,7
Running,2023-06-19 13:52:00,false,Lunch Run,9.05,349,0:48:02,159,182,3.4,5:18,84,89,4
Cycling,2023-06-18 05:27:00,false,Morning Ride,23.36,557,0:47:33,122,142,1.5,29.5,230,213,3
Cycling,2023-06-16 09:12:00,false,Morning Ride,46.40,929,1:36:10,143,162,3.0,28.9,288,279,8
Cycling,2023-06-15 15:02:00,false,Evening Ride,23.86,628,0:50:37,130,152,1.8,28.3,351,333,4
Cycling,2023-06-14 07:19:00,false,Club Ride,39.01,"1,027",1:30:45,132,143,2.3,25.8,271,300,7
Cycling,2023-06-13 13:16:00,false,Lunch Ride,45.58,774,1:39:04,144,171,3.1,27.6,545,595,8
Hiking,2023-06-11 16:49:00,false,Hike,12.49,"1,629",3:12:17,140,167,3.6,3.9,774,782,16
Cycling,2023-06-09 11:10:00,false,Lunch Ride,43.11,623,1:25:06,147,166,3.2,30.4,197,179,7
Running,2023-06-08 17:36:00,false,Evening Run,16.18,722,1:30:08,147,175,3.2,5:34,311,318,7
Hiking,2023-06-07 16:48:00,false,Hike,14.86,"1,704",3:01:38,106,133,1.5,4.9,982,979,15
Cycling,2023-06-05 06:36:00,false,Morning Ride,61.34,"1,277",1:56:20,112,140,1.5,31.6,942,867,9
Walking,2023-06-04 09:16:00,false,Evening Walk,4.01,436,0:54:48,110,126,1.1,4.4,34,31,4
Running,2023-06-03 12:00:00,false,Untitled,0.01,--,0:00:96,--,--,0.0,0.0,--,--,1
Hiking,2023-06-03 06:42:00,false,Hike,4.93,759,1:19:09,139,151,2.6,3.7,194,209,6
Cycling,2023-05-31 18:57:00,false,Morning Ride,94.19,"1,340",2:38:26,125,145,2.3,35.7,590,515,13
Hiking,2023-05-30 13:30:00,false,Hike,13.66,"1,501",2:49:33,100,126,1.2,4.8,845,746,14
Cycling,2023-05-28 12:54:00,false,Lunch Ride,17.94,379,0:36:23,145,160,2.3,29.6,90,78,3
Cycling,2023-05-26 07:07:00,false,Evening Ride,98.56,"2,119",3:04:59,142,156,3.6,32.0,1003,1095,15
Cycling,2023-05-24 09:15:00,false,Evening Ride,78.59,"1,588",2:23:49,123,147,2.1,32.8,826,903,11
Cycling,2023-05-23 05:07:00,false,Morning Ride,42.67,"1,156",1:28:59,99,110,0.9,28.8,571,494,7
Cycling,2023-05-22 06:48:00,false,Lunch Ride,43.96,"1,005",1:25:45,114,135,1.4,30.8,686,670,7
Hiking,2023-05-21 18:12:00,false,Hike,4.43,599,1:01:12,126,138,1.8,4.3,190,217,5
Cycling,2023-05-19 11:33:00,false,Lunch Ride,61.23,"1,399",2:04:59,123,149,2.0,29.4,823,790,10
Cycling,2023-05-18 14:02:00,false,Evening Ride,12.11,253,0:22:00,124,143,1.2,33.0,86,96,1
Walking,2023-05-17 15:08:00,false,Walk,2.07,283,0:27:52,88,112,0.5,4.5,23,25,2
Cycling,2023-05-16 09:07:00,false,Lunch Ride,40.18,767,1:13:42,110,125,1.2,32.7,442,458,6
Cycling,2023-05-15 16:46:00,false,Morning Ride,35.38,713,1:09:21,133,152,2.2,30.6,530,480,5
Cycling,2023-05-14 12:44:00,false,Evening Ride,49.77,833,1:29:44,128,155,2.1,33.3,560,556,7
Walking,2023-05-12 16:27:00,false,Walk,1.09,129,0:12:00,98,125,0.5,5.4,2,2,1
Walking,2023-05-11 16:09:00,false,Evening Walk,3.90,563,0:43:54,98,126,0.7,5.3,18,18,3
Cycling,2023-05-10 17:26:00,false,Club Ride,58.48,"1,034",1:56:02,149,161,3.6,30.2,652,611,9
Cycling,2023-05-09 13:59:00,false,Club Ride,22.47,499,0:40:06,108,127,1.0,33.6,330,299,3
Cycling,2023-05-08 07:40:00,false,Club Ride,26.03,635,0:53:37,113,139,1.2,29.1,283,258,4
Cycling,2023-05-07 07:41:00,false,Lunch Ride,33.21,821,1:14:17,113,130,1.3,26.8,524,583,6
Walking,2023-05-04 13:27:00,false,Evening Walk,4.29,510,0:42:43,98,118,0.7,6.0,39,34,3
Cycling,2023-05-03 18:19:00,false,Morning Ride,43.56,680,1:26:19,121,148,1.8,30.3,497,537,7
Cycling,2023-05-03 06:48:00,false,Morning Ride,37.77,"1,039",1:20:18,112,136,1.3,28.2,459,425,6
Cycling,2023-05-02 10:08:00,false,Lunch Ride,49.72,740,1:34:54,134,149,2.4,31.4,630,642,7
Cycling,2023-05-01 10:30:00,false,Lunch Ride,38.77,643,1:23:43,130,148,2.2,27.8,464,497,6
Hiking,2023-04-30 17:18:00,false,Hike,12.31,"1,206",2:31:19,121,143,2.1,4.9,920,875,12
Running,2023-04-29 07:10:00,false,Evening Run,5.00,258,0:22:08,171,197,3.3,4:26,188,215,1
Cycling,2023-04-28 12:08:00,false,Lunch Ride,37.61,914,1:13:47,121,135,1.6,30.6,474,431,6
Cycling,2023-04-27 16:58:00,false,Evening Ride,34.78,838,1:12:31,133,146,2.2,28.8,246,224,6
Cycling,2023-04-27 15:37:00,false,Lunch Ride,41.23,589,1:21:15,139,162,2.6,30.4,190,163,6
Cycling,2023-04-23 08:42:00,false,Club Ride,48.23,788,1:33:57,146,168,3.2,30.8,257,247,7
Cycling,2023-04-22 05:28:00,false,Morning Ride,66.59,"1,190",2:27:39,119,149,2.0,27.1,320,321,12
Cycling,2023-04-20 16:32:00,false,Club Ride,10.80,318,0:27:27,132,157,1.6,23.6,131,142,2
Running,2023-04-18 19:03:00,false,Morning Run,14.03,563,1:13:50,145,158,2.9,5:16,183,176,6
Running,2023-04-17 15:06:00,false,Morning Run,12.52,522,1:09:16,140,166,2.6,5:32,67,72,5
Cycling,2023-04-16 15:01:00,false,Club Ride,39.99,790,1:20:56,154,169,3.6,29.6,433,403,6
Running,2023-04-15 12:00:00,false,Untitled,0.01,--,0:00:39,--,--,0.0,0.0,--,--,1
Cycling,2023-04-12 14:46:00,false,Evening Ride,37.86,636,1:14:37,135,161,2.3,30.4,455,522,6
Cycling,2023-04-11 19:59:00,false,Evening Ride,61.75,"1,083",2:03:25,143,166,3.3,30.0,573,525,10
Cycling,2023-04-10 18:10:00,false,Evening Ride,35.79,716,1:10:22,137,159,2.4,30.5,207,189,5
Walking,2023-04-08 07:52:00,false,Walk,0.94,89,0:12:00,100,124,0.5,4.7,2,2,1
Cycling,2023-04-04 09:02:00,false,Lunch Ride,59.43,"1,181",1:53:01,143,164,3.2,31.6,410,398,9
Running,2023-04-03 08:43:00,false,Morning Run,8.41,420,0:51:32,143,165,2.5,6:07,179,166,4
Running,2023-04-02 06:24:00,false,Evening Run,8.13,446,0:39:39,137,163,2.0,4:53,113,100,3
Running,2023-03-31 13:47:00,false,Morning Run,11.56,789,1:08:18,137,163,2.4,5:54,169,189,5
Cycling,2023-03-30 06:56:00,false,Evening Ride,43.98,774,1:28:46,137,154,2.6,29.7,266,238,7
Cycling,2023-03-28 10:57:00,false,Morning Ride,21.76,414,0:50:05,142,163,2.4,26.1,311,275,4
Running,2023-03-27 11:49:00,false,Long Run,14.07,648,1:07:42,147,164,2.9,4:49,133,128,5
Cycling,2023-03-26 11:16:00,false,Evening Ride,46.50,"1,046",1:37:26,118,144,1.7,28.6,482,508,8
Cycling,2023-03-25 10:43:00,false,Morning Ride,22.11,401,0:45:41,143,164,2.4,29.0,315,299,3
Walking,2023-03-24 12:24:00,false,Walk,3.50,522,0:41:06,97,121,0.7,5.1,37,37,3
Cycling,2023-03-23 18:09:00,false,Club Ride,67.01,"1,230",1:55:29,128,157,2.3,34.8,410,404,9
Running,2023-03-22 13:58:00,false,Morning Run,8.94,360,0:43:58,141,156,2.3,4:55,176,193,3
Cycling,2023-03-21 15:59:00,false,Morning Ride,39.89,913,1:10:54,132,151,2.1,33.8,525,560,5
Hiking,2023-03-19 15:53:00,false,Hike,12.88,"1,527",3:35:14,112,125,1.8,3.6,567,634,17
Cycling,2023-03-19 09:58:00,false,Evening Ride,36.05,887,1:20:29,113,134,1.4,26.9,491,525,6
Cycling,2023-03-18 06:30:00,false,Club Ride,62.31,"1,323",2:07:44,136,154,2.8,29.3,788,745,10
Running,2023-03-17 16:03:00,false,Morning Run,3.63,203,0:17:47,149,165,2.0,4:54,26,24,1
Walking,2023-03-16 16:33:00,false,Walk,2.66,320,0:29:39,110,130,0.9,5.4,26,23,2
Cycling,2023-03-14 11:38:00,false,Evening Ride,51.92,920,1:36:59,141,168,2.9,32.1,459,489,8
Cycling,2023-03-12 16:34:00,false,Lunch Ride,32.18,543,1:08:11,137,151,2.4,28.3,391,335,5
Cycling,2023-03-11 07:18:00,false,Morning Ride,10.47,202,0:22:00,146,168,2.0,28.6,166,162,1
Cycling,2023-03-10 14:42:00,false,Lunch Ride,12.15,241,0:25:45,138,157,1.8,28.3,57,57,2
Cycling,2023-03-10 07:42:00,false,Club Ride,65.83,"1,636",2:07:42,135,165,2.8,30.9,541,554,10
Walking,2023-03-08 08:38:00,false,Evening Walk,4.28,331,0:47:17,98,128,0.8,5.4,13,13,3
Running,2023-03-07 12:30:00,false,Evening Run,8.49,522,0:43:52,137,165,2.0,5:10,59,64,3
Walking,2023-03-05 05:27:00,false,Walk,2.91,261,0:34:21,97,120,0.7,5.1,24,23,2
Cycling,2023-03-04 13:50:00,false,Club Ride,28.28,513,0:57:10,160,181,3.6,29.7,392,388,4
Running,2023-03-03 10:09:00,false,Lunch Run,11.31,465,1:03:36,140,158,2.5,5:37,183,206,5
Running,2023-03-02 17:39:00,false,Evening Run,6.59,368,0:35:32,146,170,2.3,5:23,96,82,2
Running,2023-02-28 17:39:00,false,Long Run,8.69,608,0:49:52,150,169,2.9,5:44,161,153,4
Cycling,2023-02-24 18:18:00,false,Club Ride,53.96,881,1:58:09,137,161,2.8,27.4,346,304,9
Cycling,2023-02-22 13:41:00,false,Evening Ride,40.54,"1,096",1:30:23,118,143,1.6,26.9,413,358,7
Running,2023-02-22 12:54:00,false,Lunch Run,9.69,534,0:50:31,159,184,3.4,5:13,82,86,4
Cycling,2023-02-20 09:51:00,false,Lunch Ride,59.87,"1,454",2:15:29,133,148,2.7,26.5,883,873,11
Walking,2023-02-19 17:36:00,false,Evening Walk,5.36,755,1:04:30,113,141,1.3,5.0,61,57,5
Cycling,2023-02-18 08:10:00,false,Club Ride,31.27,603,1:01:41,125,141,1.7,30.4,433,391,5
Cycling,2023-02-18 05:19:00,false,Evening Ride,39.19,"1,001",1:23:58,119,148,1.7,28.0,521,553,6
Cycling,2023-02-15 14:37:00,false,Lunch Ride,19.54,345,0:40:13,118,146,1.3,29.1,150,131,3
Cycling,2023-02-13 06:58:00,false,Lunch Ride,35.13,525,1:08:14,149,168,3.1,30.9,344,351,5
Running,2023-02-12 13:15:00,false,Lunch Run,4.18,202,0:24:34,162,179,2.9,5:53,77,66,2
Cycling,2023-02-11 17:33:00,false,Club Ride,37.16,601,1:14:35,111,127,1.3,29.9,558,593,6
Cycling,2023-02-09 05:51:00,false,Evening Ride,33.27,769,1:07:00,113,131,1.3,29.8,322,296,5
Cycling,2023-02-08 06:47:00,false,Club Ride,53.14,"1,296",1:43:52,129,155,2.3,30.7,787,843,8
Cycling,2023-02-07 18:38:00,false,Lunch Ride,32.38,519,1:07:39,121,139,1.6,28.7,513,475,5
Walking,2023-01-31 12:49:00,false,Evening Walk,1.60,336,0:26:32,99,111,0.7,3.6,10,9,2
Walking,2023-01-30 09:45:00,false,Evening Walk,5.45,596,1:10:45,99,125,0.9,4.6,41,36,5
Running,2023-01-28 13:02:00,false,Long Run,10.17,430,1:00:50,137,156,2.3,5:59,72,63,5
Cycling,2023-01-26 18:37:00,false,Evening Ride,45.90,"1,308",1:41:48,137,149,2.7,27.1,642,583,8
Cycling,2023-01-24 10:08:00,false,Lunch Ride,31.35,683,1:13:43,138,158,2.5,25.5,399,396,6
Cycling,2023-01-21 06:13:00,false,Evening Ride,52.40,"1,107",1:48:03,119,147,1.8,29.1,326,302,9
Cycling,2023-01-20 16:50:00,false,Evening Ride,20.65,463,0:47:25,140,165,2.3,26.1,239,212,3
Running,2023-01-19 19:05:00,false,Long Run,9.20,655,0:53:45,149,177,2.9,5:50,189,188,4
Cycling,2023-01-02 05:00:00,false,Morning Ride,38.21,983,1:21:55,124,146,1.9,28.0,449,430,6
Cycling,2022-12-30 08:18:00,false,Lunch Ride,33.84,635,0:59:52,137,158,2.3,33.9,248,222,4
Cycling,2022-12-27 14:20:00,false,Morning Ride,43.55,795,1:24:58,118,142,1.6,30.8,636,560,7
Walking,2022-12-25 12:52:00,false,Evening Walk,1.15,103,0:14:03,105,116,0.6,4.9,5,5,1
Cycling,2022-12-23 15:59:00,false,Club Ride,10.34,267,0:22:00,135,161,1.6,28.2,118,135,1
Running,2022-12-23 15:10:00,false,Morning Run,10.92,698,1:04:38,140,157,2.5,5:55,226,194,5
Running,2022-12-21 15:52:00,false,Long Run,9.41,617,0:56:38,144,162,2.6,6:01,122,129,4
Cycling,2022-12-17 13:19:00,false,Lunch Ride,31.25,770,1:06:16,142,154,2.6,28.3,177,175,5
Cycling,2022-12-14 15:49:00,false,Evening Ride,30.27,715,1:12:03,131,160,2.1,25.2,306,325,6
Cycling,2022-12-10 11:51:00,false,Lunch Ride,21.28,413,0:43:33,127,153,1.6,29.3,288,286,3
Cycling,2022-12-09 19:01:00,false,Club Ride,28.60,691,1:13:53,137,166,2.4,23.2,183,155,6
Cycling,2022-12-09 08:49:00,false,Morning Ride,12.29,240,0:22:00,114,137,0.9,33.5,145,148,1
Running,2022-12-08 06:40:00,false,Lunch Run,11.26,722,0:57:12,147,158,2.8,5:05,176,151,4
Cycling,2022-12-04 17:47:00,false,Club Ride,15.52,288,0:31:41,147,174,2.3,29.4,110,118,2
Cycling,2022-11-28 19:16:00,false,Morning Ride,7.38,279,0:22:00,157,170,2.5,20.1,55,54,1
Cycling,2022-11-26 11:22:00,false,Lunch Ride,39.89,667,1:23:02,131,152,2.2,28.8,567,489,6
Running,2022-11-24 18:34:00,false,Lunch Run,12.50,843,1:10:36,151,163,3.2,5:39,239,220,5
Cycling,2022-11-24 12:48:00,false,Morning Ride,51.22,"1,152",1:43:22,136,166,2.7,29.7,578,563,8
Cycling,2022-11-23 16:31:00,false,Lunch Ride,56.64,"1,390",2:01:30,138,164,2.9,28.0,289,319,10
Cycling,2022-11-22 17:12:00,false,Evening Ride,68.02,"1,178",2:07:31,142,159,3.2,32.0,700,778,10
Walking,2022-11-17 08:34:00,false,Evening Walk,1.76,203,0:18:24,101,116,0.6,5.7,13,13,1
Cycling,2022-11-13 11:25:00,false,Lunch Ride,19.45,511,0:40:36,139,164,2.1,28.7,149,165,3
Walking,2022-11-11 10:22:00,false,Walk,4.21,529,0:46:31,91,113,0.6,5.4,22,22,3
Cycling,2022-11-07 18:43:00,false,Club Ride,36.47,765,1:08:59,155,173,3.5,31.7,189,168,5
Cycling,2022-11-01 09:54:00,false,Lunch Ride,47.97,974,1:32:50,115,130,1.5,31.0,265,290,7
Walking,2022-10-31 06:52:00,false,Evening Walk,2.82,274,0:30:38,100,116,0.7,5.5,31,26,2
Cycling,2022-10-30 07:45:00,false,Club Ride,46.97,"1,262",1:54:34,135,165,2.7,24.6,370,330,9
Walking,2022-10-28 18:25:00,false,Evening Walk,6.11,774,1:08:00,104,128,1.0,5.4,58,60,5
Cycling,2022-10-25 09:39:00,false,Evening Ride,19.14,339,0:39:58,143,159,2.3,28.7,146,142,3
Cycling,2022-10-22 17:02:00,false,Lunch Ride,51.11,"1,115",1:58:08,102,131,1.1,26.0,527,573,9
Cycling,2022-10-17 06:29:00,false,Lunch Ride,51.41,"1,395",1:50:20,139,153,2.9,28.0,590,517,9
Cycling,2022-10-14 12:16:00,false,Morning Ride,49.57,"1,002",1:57:37,116,140,1.7,25.3,554,525,9
Cycling,2022-10-12 12:54:00,false,Morning Ride,16.74,544,0:42:55,119,138,1.3,23.4,156,144,3
Cycling,2022-10-09 10:05:00,false,Club Ride,40.42,831,1:25:34,126,149,2.0,28.3,325,297,7
Cycling,2022-10-03 18:17:00,false,Morning Ride,37.48,602,1:20:50,130,146,2.1,27.8,483,476,6
Cycling,2022-10-03 12:08:00,false,Morning Ride,50.23,"1,268",1:43:16,125,147,2.0,29.2,544,507,8
Cycling,2022-10-02 10:11:00,false,Lunch Ride,41.98,601,1:20:27,148,160,3.1,31.3,581,567,6
Running,2022-10-01 11:34:00,false,Long Run,13.13,552,1:11:39,140,158,2.6,5:27,232,206,5
Cycling,2022-09-30 16:13:00,false,Morning Ride,69.37,"1,300",2:27:41,120,145,2.0,28.2,837,905,12
Cycling,2022-09-27 14:54:00,false,Club Ride,24.83,643,0:54:32,149,165,2.9,27.3,228,209,4
Cycling,2022-09-24 09:29:00,false,Lunch Ride,10.04,206,0:22:00,128,147,1.3,27.4,59,65,1
Running,2022-09-21 10:51:00,false,Morning Run,13.77,540,1:10:35,157,172,3.7,5:08,239,207,5
Cycling,2022-09-20 13:07:00,false,Lunch Ride,42.52,906,1:14:07,137,166,2.4,34.4,602,669,6
Running,2022-09-19 18:06:00,false,Long Run,6.32,387,0:37:45,145,166,2.3,5:58,107,102,3
Cycling,2022-09-18 13:17:00,false,Club Ride,20.05,378,0:43:21,130,155,1.8,27.7,285,278,3
Walking,2022-09-17 09:58:00,false,Walk,6.50,754,1:05:17,109,138,1.1,6.0,49,52,5
Cycling,2022-09-17 07:52:00,false,Evening Ride,73.35,"1,383",2:12:54,122,138,2.0,33.1,367,369,11
Cycling,2022-09-15 11:15:00,false,Evening Ride,10.66,217,0:22:00,158,170,2.5,29.1,64,71,1
Running,2022-09-14 12:04:00,false,Morning Run,4.00,207,0:23:30,163,183,2.9,5:53,20,19,1
Running,2022-09-14 08:56:00,false,Morning Run,12.47,625,1:15:06,126,138,1.9,6:01,262,236,6
Cycling,2022-09-08 16:09:00,false,Evening Ride,26.66,658,0:57:14,139,155,2.4,27.9,112,128,4
Walking,2022-09-03 19:10:00,false,Walk,4.26,753,0:58:15,95,111,0.7,4.4,46,52,4
Cycling,2022-09-01 06:49:00,false,Lunch Ride,26.45,475,1:02:16,145,173,2.7,25.5,192,183,5
Cycling,2022-08-29 18:58:00,false,Lunch Ride,38.36,584,1:16:51,119,142,1.6,29.9,480,488,6
Running,2022-08-24 12:00:00,false,Untitled,0.01,--,0:00:08,--,--,0.0,0.0,--,--,1
Cycling,2022-08-24 09:55:00,false,Morning Ride,31.75,724,1:06:54,121,145,1.6,28.5,390,440,5
Cycling,2022-08-20 05:02:00,false,Lunch Ride,31.35,958,1:14:24,136,156,2.4,25.3,218,245,6
Cycling,2022-08-17 06:33:00,false,Morning Ride,12.77,309,0:25:22,148,159,2.2,30.2,52,55,2
Cycling,2022-08-16 09:32:00,false,Lunch Ride,32.26,674,1:17:23,159,177,3.9,25.0,441,404,6
Hiking,2022-08-15 10:21:00,false,Hike,7.45,940,2:02:13,123,138,2.0,3.7,303,271,10
Running,2022-08-13 18:46:00,false,Morning Run,2.51,176,0:16:00,151,167,2.0,6:22,31,31,1
Walking,2022-08-12 08:18:00,false,Walk,1.61,229,0:21:44,102,131,0.7,4.4,7,8,1
Cycling,2022-08-11 18:38:00,false,Evening Ride,59.18,"1,220",2:01:10,132,155,2.5,29.3,466,441,10
Walking,2022-08-09 13:48:00,false,Evening Walk,4.33,379,0:47:56,94,115,0.7,5.4,28,29,3
Walking,2022-08-06 07:59:00,false,Evening Walk,3.76,503,0:50:50,95,113,0.7,4.4,22,23,4
Running,2022-08-03 15:10:00,false,Lunch Run,7.28,501,0:43:25,146,169,2.5,5:58,124,132,3
Cycling,2022-08-01 05:43:00,false,Lunch Ride,14.07,275,0:38:30,139,152,2.1,21.9,120,110,3
Cycling,2022-07-30 08:41:00,false,Morning Ride,42.81,"1,064",1:36:10,147,173,3.3,26.7,434,376,8
Cycling,2022-07-30 05:16:00,false,Evening Ride,74.48,"1,252",2:27:40,139,166,3.2,30.3,561,480,12
Cycling,2022-07-26 09:26:00,false,Morning Ride,48.91,"1,050",1:25:11,147,171,3.2,34.4,403,433,7
Cycling,2022-07-25 19:01:00,false,Club Ride,56.43,764,1:31:31,119,130,1.7,37.0,758,659,7
Cycling,2022-07-25 13:18:00,false,Evening Ride,57.32,936,2:13:36,135,150,2.8,25.7,480,464,11
Cycling,2022-07-23 19:47:00,false,Club Ride,54.97,"1,197",1:58:01,136,165,2.8,27.9,821,795,9
Cycling,2022-07-23 12:16:00,false,Evening Ride,29.05,592,1:01:37,126,146,1.8,28.3,126,121,5
Running,2022-07-23 12:00:00,false,Untitled,0.01,--,0:00:80,--,--,0.0,0.0,--,--,1
Cycling,2022-07-22 09:32:00,false,Morning Ride,18.60,404,0:38:20,128,146,1.6,29.1,183,177,3
Walking,2022-07-21 06:43:00,false,Walk,2.88,346,0:31:05,112,128,1.0,5.6,11,11,2
Walking,2022-07-19 05:52:00,false,Walk,3.41,388,0:35:21,116,138,1.2,5.8,12,13,2
Cycling,2022-07-16 15:36:00,false,Club Ride,51.44,836,1:55:07,112,137,1.5,26.8,444,437,9
Cycling,2022-07-15 16:25:00,false,Morning Ride,45.77,"1,184",1:44:55,121,135,1.9,26.2,477,483,8
Cycling,2022-07-15 08:31:00,false,Evening Ride,28.99,"1,039",1:21:03,135,154,2.4,21.5,267,233,6
Cycling,2022-07-14 06:51:00,false,Evening Ride,53.52,"1,362",1:51:54,136,150,2.7,28.7,534,482,9
Running,2022-07-13 17:22:00,false,Long Run,4.08,240,0:22:28,160,188,2.7,5:30,81,80,1
Cycling,2022-07-12 16:06:00,false,Club Ride,41.79,883,1:31:11,140,161,2.8,27.5,540,551,7
Hiking,2022-07-10 09:48:00,false,Hike,8.36,"1,486",2:17:24,119,145,1.9,3.7,335,375,11
Cycling,2022-07-07 18:44:00,false,Lunch Ride,23.88,661,0:56:07,155,173,3.3,25.5,273,266,4
Cycling,2022-07-06 06:04:00,false,Club Ride,25.04,521,1:01:24,127,143,1.8,24.5,328,292,5
Walking,2022-07-05 11:42:00,false,Evening Walk,0.87,142,0:12:00,108,136,0.6,4.3,10,10,1
Cycling,2022-07-04 14:29:00,false,Evening Ride,27.01,510,0:56:00,124,141,1.6,28.9,314,279,4
Hiking,2022-07-03 18:20:00,false,Hike,7.34,"1,083",2:16:05,134,161,2.7,3.2,249,249,11
Running,2022-07-02 12:47:00,false,Lunch Run,9.94,638,0:55:16,150,169,2.9,5:34,155,133,4
Cycling,2022-07-01 19:58:00,false,Morning Ride,47.28,"1,475",2:02:16,130,149,2.4,23.2,227,243,10
Cycling,2022-07-01 12:15:00,false,Lunch Ride,64.48,"1,528",2:00:50,116,133,1.7,32.0,426,405,10
Cycling,2022-06-30 09:44:00,false,Morning Ride,36.43,915,1:17:23,124,152,1.8,28.2,407,369,6
Cycling,2022-06-29 07:53:00,false,Morning Ride,46.15,918,1:55:22,126,144,2.2,24.0,570,655,9
Cycling,2022-06-29 05:18:00,false,Club Ride,51.16,798,1:45:57,138,160,2.8,29.0,724,652,8
Walking,2022-06-27 09:25:00,false,Walk,3.98,459,0:41:35,98,126,0.7,5.7,11,10,3
Running,2022-06-25 10:18:00,false,Lunch Run,11.07,635,1:04:08,146,160,2.8,5:48,158,151,5
Running,2022-06-24 19:37:00,false,Long Run,6.04,350,0:34:46,142,171,2.1,5:45,37,39,2
